"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor"
20,14,3.00,0.30,0.70,0.30,2.60,37.24,1.42,1.00,0.70,3.68,0.06,-2.68,46.41
18,15,3.00,0.30,0.70,0.30,1.30,43.62,1.20,1.00,0.83,3.62,0.02,-2.62,55.43
19,15,3.00,0.30,0.70,0.30,1.73,42.60,1.26,1.00,0.78,3.65,0.03,-2.65,54.15
20,15,3.00,0.30,0.70,0.30,2.17,41.59,1.33,1.00,0.75,3.68,0.04,-2.68,52.82
19,16,3.00,0.30,0.70,0.30,1.30,46.95,1.18,1.00,0.84,3.65,0.02,-2.65,60.48
20,16,3.00,0.30,0.70,0.30,1.73,45.94,1.25,1.00,0.80,3.68,0.03,-2.68,59.24
20,17,3.00,0.30,0.70,0.30,1.30,50.28,1.17,1.00,0.85,3.68,0.02,-2.68,65.63
11,11,1.50,0.10,0.90,0.30,5.55,16.66,1.00,2.53,1.00,1.57,0.24,0.96,-5.33
12,11,1.50,0.10,0.90,0.30,6.38,14.16,1.09,2.53,0.91,1.57,0.31,0.95,-3.73
11,12,1.50,0.10,0.90,0.30,5.27,20.83,0.91,2.57,1.09,1.57,0.20,1.00,-7.78
12,12,1.50,0.10,0.90,0.30,6.11,18.33,1.00,2.57,1.00,1.57,0.25,0.99,-6.11
13,12,1.50,0.10,0.90,0.30,6.94,15.83,1.08,2.57,0.92,1.58,0.30,0.98,-4.40
11,13,1.50,0.10,0.90,0.30,5.00,25.00,0.84,2.60,1.18,1.57,0.16,1.02,-10.30
12,13,1.50,0.10,0.90,0.30,5.83,22.50,0.92,2.60,1.08,1.57,0.20,1.02,-8.58
13,13,1.50,0.10,0.90,0.30,6.66,20.00,1.00,2.60,1.00,1.58,0.24,1.01,-6.80
14,13,1.50,0.10,0.90,0.30,7.50,17.50,1.07,2.60,0.92,1.59,0.30,1.00,-5.05
11,14,1.50,0.10,0.90,0.30,4.72,29.16,0.78,2.62,1.27,1.57,0.13,1.05,-12.83
12,14,1.50,0.10,0.90,0.30,5.55,26.66,0.85,2.62,1.16,1.57,0.17,1.04,-11.08
13,14,1.50,0.10,0.90,0.30,6.38,24.16,0.92,2.62,1.07,1.58,0.20,1.03,-9.24
14,14,1.50,0.10,0.90,0.30,7.22,21.66,1.00,2.62,1.00,1.59,0.25,1.03,-7.43
15,14,1.50,0.10,0.90,0.30,8.05,19.16,1.07,2.62,0.93,1.59,0.29,1.02,-5.72
16,14,1.50,0.10,0.90,0.30,8.88,16.66,1.14,2.62,0.87,1.60,0.34,1.02,-3.96
11,15,1.50,0.10,0.90,0.30,4.44,33.33,0.73,2.64,1.36,1.57,0.11,1.07,-15.45
12,15,1.50,0.10,0.90,0.30,5.27,30.83,0.80,2.64,1.25,1.57,0.14,1.06,-13.67
13,15,1.50,0.10,0.90,0.30,6.11,28.33,0.86,2.64,1.15,1.58,0.17,1.06,-11.77
14,15,1.50,0.10,0.90,0.30,6.94,25.83,0.93,2.64,1.07,1.59,0.21,1.05,-9.91
15,15,1.50,0.10,0.90,0.30,7.77,23.33,1.00,2.64,1.00,1.59,0.24,1.05,-8.16
16,15,1.50,0.10,0.90,0.30,8.61,20.83,1.06,2.64,0.93,1.60,0.29,1.04,-6.35
17,15,1.50,0.10,0.90,0.30,9.44,18.33,1.13,2.64,0.88,1.60,0.33,1.04,-4.62
11,16,1.50,0.10,0.90,0.30,4.16,37.50,0.68,2.66,1.45,1.57,0.09,1.09,-18.17
12,16,1.50,0.10,0.90,0.30,5.00,35.00,0.75,2.66,1.33,1.57,0.12,1.08,-16.35
13,16,1.50,0.10,0.90,0.30,5.83,32.50,0.81,2.66,1.23,1.58,0.15,1.08,-14.40
14,16,1.50,0.10,0.90,0.30,6.66,30.00,0.87,2.66,1.14,1.59,0.18,1.07,-12.48
15,16,1.50,0.10,0.90,0.30,7.50,27.50,0.93,2.66,1.06,1.59,0.21,1.07,-10.70
16,16,1.50,0.10,0.90,0.30,8.33,25.00,1.00,2.66,1.00,1.60,0.24,1.06,-8.83
17,16,1.50,0.10,0.90,0.30,9.16,22.50,1.06,2.66,0.94,1.60,0.28,1.06,-7.07
18,16,1.50,0.10,0.90,0.30,10.00,20.00,1.12,2.66,0.88,1.60,0.33,1.05,-5.30
11,17,1.50,0.10,0.90,0.30,3.88,41.66,0.64,2.68,1.54,1.57,0.08,1.11,-20.96
12,17,1.50,0.10,0.90,0.30,4.72,39.16,0.70,2.68,1.41,1.57,0.10,1.10,-19.11
13,17,1.50,0.10,0.90,0.30,5.55,36.66,0.76,2.68,1.30,1.58,0.13,1.09,-17.11
14,17,1.50,0.10,0.90,0.30,6.38,34.16,0.82,2.68,1.21,1.59,0.15,1.09,-15.14
15,17,1.50,0.10,0.90,0.30,7.22,31.66,0.88,2.68,1.13,1.59,0.18,1.08,-13.31
16,17,1.50,0.10,0.90,0.30,8.05,29.16,0.94,2.68,1.06,1.60,0.21,1.08,-11.39
17,17,1.50,0.10,0.90,0.30,8.88,26.66,1.00,2.68,1.00,1.60,0.24,1.08,-9.60
18,17,1.50,0.10,0.90,0.30,9.72,24.16,1.05,2.68,0.94,1.60,0.28,1.07,-7.79
19,17,1.50,0.10,0.90,0.30,10.55,21.66,1.11,2.68,0.89,1.61,0.32,1.07,-5.94
11,18,1.50,0.10,0.90,0.30,3.61,45.83,0.61,2.70,1.63,1.57,0.07,1.12,-23.85
12,18,1.50,0.10,0.90,0.30,4.44,43.33,0.66,2.70,1.50,1.57,0.09,1.12,-21.97
13,18,1.50,0.10,0.90,0.30,5.27,40.83,0.72,2.70,1.38,1.58,0.11,1.11,-19.91
14,18,1.50,0.10,0.90,0.30,6.11,38.33,0.77,2.70,1.28,1.59,0.13,1.10,-17.88
15,18,1.50,0.10,0.90,0.30,6.94,35.83,0.83,2.70,1.20,1.59,0.16,1.10,-16.03
16,18,1.50,0.10,0.90,0.30,7.77,33.33,0.88,2.70,1.12,1.60,0.18,1.10,-14.05
17,18,1.50,0.10,0.90,0.30,8.61,30.83,0.94,2.70,1.05,1.60,0.21,1.09,-12.22
18,18,1.50,0.10,0.90,0.30,9.44,28.33,1.00,2.70,1.00,1.60,0.24,1.09,-10.38
19,18,1.50,0.10,0.90,0.30,10.27,25.83,1.05,2.70,0.94,1.61,0.28,1.08,-8.48
20,18,1.50,0.10,0.90,0.30,11.11,23.33,1.11,2.70,0.90,1.61,0.32,1.08,-6.65
11,19,1.50,0.10,0.90,0.30,3.33,50.00,0.57,2.71,1.72,1.57,0.06,1.14,-26.60
12,19,1.50,0.10,0.90,0.30,4.16,47.50,0.63,2.71,1.58,1.57,0.08,1.13,-24.70
13,19,1.50,0.10,0.90,0.30,5.00,45.00,0.68,2.71,1.46,1.58,0.10,1.12,-22.60
14,19,1.50,0.10,0.90,0.30,5.83,42.50,0.73,2.71,1.35,1.59,0.12,1.12,-20.53
15,19,1.50,0.10,0.90,0.30,6.66,40.00,0.78,2.71,1.26,1.59,0.14,1.11,-18.67
16,19,1.50,0.10,0.90,0.30,7.50,37.50,0.84,2.71,1.18,1.60,0.16,1.11,-16.65
17,19,1.50,0.10,0.90,0.30,8.33,35.00,0.89,2.71,1.11,1.60,0.19,1.11,-14.80
18,19,1.50,0.10,0.90,0.30,9.16,32.50,0.94,2.71,1.05,1.60,0.21,1.10,-12.95
19,19,1.50,0.10,0.90,0.30,10.00,30.00,1.00,2.71,1.00,1.61,0.25,1.10,-11.00
20,19,1.50,0.10,0.90,0.30,10.83,27.50,1.05,2.71,0.95,1.61,0.28,1.10,-9.16
11,20,1.50,0.10,0.90,0.30,3.05,54.16,0.55,2.72,1.81,1.57,0.05,1.15,-29.38
12,20,1.50,0.10,0.90,0.30,3.88,51.66,0.60,2.72,1.66,1.57,0.06,1.14,-27.47
13,20,1.50,0.10,0.90,0.30,4.72,49.16,0.65,2.72,1.53,1.58,0.08,1.14,-25.33
14,20,1.50,0.10,0.90,0.30,5.55,46.66,0.70,2.72,1.42,1.59,0.10,1.13,-23.22
15,20,1.50,0.10,0.90,0.30,6.38,44.16,0.75,2.72,1.33,1.59,0.12,1.13,-21.34
16,20,1.50,0.10,0.90,0.30,7.22,41.66,0.80,2.72,1.25,1.60,0.14,1.12,-19.28
17,20,1.50,0.10,0.90,0.30,8.05,39.16,0.85,2.72,1.17,1.60,0.17,1.12,-17.42
18,20,1.50,0.10,0.90,0.30,8.88,36.66,0.90,2.72,1.11,1.60,0.19,1.12,-15.55
19,20,1.50,0.10,0.90,0.30,9.72,34.16,0.95,2.72,1.05,1.61,0.22,1.11,-13.56
20,20,1.50,0.10,0.90,0.30,10.55,31.66,1.00,2.72,1.00,1.61,0.24,1.11,-11.71
11,11,2.00,0.10,0.90,0.30,3.92,21.56,1.00,2.53,1.00,2.00,0.15,0.53,-4.67
12,11,2.00,0.10,0.90,0.30,4.50,19.80,1.09,2.53,0.91,2.01,0.18,0.52,-3.97
13,11,2.00,0.10,0.90,0.30,5.09,18.03,1.18,2.53,0.84,2.03,0.22,0.50,-3.23
14,11,2.00,0.10,0.90,0.30,5.68,16.27,1.27,2.53,0.78,2.04,0.25,0.49,-2.59
15,11,2.00,0.10,0.90,0.30,6.27,14.50,1.36,2.53,0.73,2.05,0.30,0.48,-1.97
11,12,2.00,0.10,0.90,0.30,3.72,25.49,0.91,2.57,1.09,2.00,0.12,0.57,-6.20
12,12,2.00,0.10,0.90,0.30,4.31,23.72,1.00,2.57,1.00,2.01,0.15,0.55,-5.43
13,12,2.00,0.10,0.90,0.30,4.90,21.96,1.08,2.57,0.92,2.03,0.18,0.54,-4.60
14,12,2.00,0.10,0.90,0.30,5.49,20.19,1.16,2.57,0.85,2.04,0.21,0.52,-3.89
15,12,2.00,0.10,0.90,0.30,6.07,18.43,1.25,2.57,0.80,2.05,0.24,0.51,-3.21
16,12,2.00,0.10,0.90,0.30,6.66,16.66,1.33,2.57,0.75,2.06,0.28,0.50,-2.55
17,12,2.00,0.10,0.90,0.30,7.25,14.90,1.41,2.57,0.70,2.07,0.32,0.49,-1.91
11,13,2.00,0.10,0.90,0.30,3.52,29.41,0.84,2.60,1.18,2.00,0.10,0.60,-7.76
12,13,2.00,0.10,0.90,0.30,4.11,27.64,0.92,2.60,1.08,2.01,0.12,0.58,-6.94
13,13,2.00,0.10,0.90,0.30,4.70,25.88,1.00,2.60,1.00,2.03,0.15,0.56,-6.03
14,13,2.00,0.10,0.90,0.30,5.29,24.11,1.07,2.60,0.92,2.04,0.17,0.55,-5.26
15,13,2.00,0.10,0.90,0.30,5.88,22.35,1.15,2.60,0.86,2.05,0.20,0.54,-4.52
16,13,2.00,0.10,0.90,0.30,6.47,20.58,1.23,2.60,0.81,2.06,0.23,0.53,-3.80
17,13,2.00,0.10,0.90,0.30,7.05,18.82,1.30,2.60,0.76,2.07,0.27,0.52,-3.11
18,13,2.00,0.10,0.90,0.30,7.64,17.05,1.38,2.60,0.72,2.08,0.30,0.51,-2.44
19,13,2.00,0.10,0.90,0.30,8.23,15.29,1.46,2.60,0.68,2.08,0.34,0.51,-1.83
11,14,2.00,0.10,0.90,0.30,3.33,33.33,0.78,2.62,1.27,2.00,0.09,0.62,-9.30
12,14,2.00,0.10,0.90,0.30,3.92,31.56,0.85,2.62,1.16,2.01,0.11,0.60,-8.43
13,14,2.00,0.10,0.90,0.30,4.50,29.80,0.92,2.62,1.07,2.03,0.13,0.59,-7.46
14,14,2.00,0.10,0.90,0.30,5.09,28.03,1.00,2.62,1.00,2.04,0.15,0.58,-6.65
15,14,2.00,0.10,0.90,0.30,5.68,26.27,1.07,2.62,0.93,2.05,0.17,0.57,-5.86
16,14,2.00,0.10,0.90,0.30,6.27,24.50,1.14,2.62,0.87,2.06,0.20,0.56,-5.10
17,14,2.00,0.10,0.90,0.30,6.86,22.74,1.21,2.62,0.82,2.07,0.23,0.55,-4.36
18,14,2.00,0.10,0.90,0.30,7.45,20.98,1.28,2.62,0.77,2.08,0.26,0.54,-3.65
19,14,2.00,0.10,0.90,0.30,8.03,19.21,1.35,2.62,0.73,2.08,0.29,0.53,-3.01
20,14,2.00,0.10,0.90,0.30,8.62,17.45,1.42,2.62,0.70,2.09,0.33,0.53,-2.33
11,15,2.00,0.10,0.90,0.30,3.13,37.25,0.73,2.64,1.36,2.00,0.07,0.64,-10.91
12,15,2.00,0.10,0.90,0.30,3.72,35.49,0.80,2.64,1.25,2.01,0.09,0.63,-10.00
13,15,2.00,0.10,0.90,0.30,4.31,33.72,0.86,2.64,1.15,2.03,0.11,0.61,-8.97
14,15,2.00,0.10,0.90,0.30,4.90,31.96,0.93,2.64,1.07,2.04,0.13,0.60,-8.11
15,15,2.00,0.10,0.90,0.30,5.49,30.19,1.00,2.64,1.00,2.05,0.15,0.59,-7.28
16,15,2.00,0.10,0.90,0.30,6.07,28.43,1.06,2.64,0.93,2.06,0.17,0.58,-6.48
17,15,2.00,0.10,0.90,0.30,6.66,26.66,1.13,2.64,0.88,2.07,0.19,0.57,-5.70
18,15,2.00,0.10,0.90,0.30,7.25,24.90,1.20,2.64,0.83,2.08,0.22,0.56,-4.94
19,15,2.00,0.10,0.90,0.30,7.84,23.13,1.26,2.64,0.78,2.08,0.25,0.55,-4.28
20,15,2.00,0.10,0.90,0.30,8.43,21.37,1.33,2.64,0.75,2.09,0.28,0.55,-3.55
11,16,2.00,0.10,0.90,0.30,2.94,41.17,0.68,2.66,1.45,2.00,0.06,0.66,-12.61
12,16,2.00,0.10,0.90,0.30,3.52,39.41,0.75,2.66,1.33,2.01,0.08,0.64,-11.66
13,16,2.00,0.10,0.90,0.30,4.11,37.64,0.81,2.66,1.23,2.03,0.09,0.63,-10.56
14,16,2.00,0.10,0.90,0.30,4.70,35.88,0.87,2.66,1.14,2.04,0.11,0.62,-9.66
15,16,2.00,0.10,0.90,0.30,5.29,34.11,0.93,2.66,1.06,2.05,0.13,0.61,-8.79
16,16,2.00,0.10,0.90,0.30,5.88,32.35,1.00,2.66,1.00,2.06,0.15,0.60,-7.94
17,16,2.00,0.10,0.90,0.30,6.47,30.58,1.06,2.66,0.94,2.07,0.17,0.59,-7.11
18,16,2.00,0.10,0.90,0.30,7.05,28.82,1.12,2.66,0.88,2.08,0.19,0.58,-6.31
19,16,2.00,0.10,0.90,0.30,7.64,27.05,1.18,2.66,0.84,2.08,0.22,0.57,-5.62
20,16,2.00,0.10,0.90,0.30,8.23,25.29,1.25,2.66,0.80,2.09,0.24,0.57,-4.86
11,17,2.00,0.10,0.90,0.30,2.74,45.09,0.64,2.68,1.54,2.00,0.05,0.68,-14.39
12,17,2.00,0.10,0.90,0.30,3.33,43.33,0.70,2.68,1.41,2.01,0.07,0.66,-13.40
13,17,2.00,0.10,0.90,0.30,3.92,41.56,0.76,2.68,1.30,2.03,0.08,0.65,-12.23
14,17,2.00,0.10,0.90,0.30,4.50,39.80,0.82,2.68,1.21,2.04,0.10,0.64,-11.29
15,17,2.00,0.10,0.90,0.30,5.09,38.03,0.88,2.68,1.13,2.05,0.11,0.62,-10.37
16,17,2.00,0.10,0.90,0.30,5.68,36.27,0.94,2.68,1.06,2.06,0.13,0.61,-9.48
17,17,2.00,0.10,0.90,0.30,6.27,34.50,1.00,2.68,1.00,2.07,0.15,0.61,-8.61
18,17,2.00,0.10,0.90,0.30,6.86,32.74,1.05,2.68,0.94,2.08,0.17,0.60,-7.76
19,17,2.00,0.10,0.90,0.30,7.45,30.98,1.11,2.68,0.89,2.08,0.19,0.59,-7.05
20,17,2.00,0.10,0.90,0.30,8.03,29.21,1.17,2.68,0.85,2.09,0.21,0.58,-6.24
11,18,2.00,0.10,0.90,0.30,2.54,49.01,0.61,2.70,1.63,2.00,0.04,0.70,-16.26
12,18,2.00,0.10,0.90,0.30,3.13,47.25,0.66,2.70,1.50,2.01,0.06,0.68,-15.22
13,18,2.00,0.10,0.90,0.30,3.72,45.49,0.72,2.70,1.38,2.03,0.07,0.66,-13.99
14,18,2.00,0.10,0.90,0.30,4.31,43.72,0.77,2.70,1.28,2.04,0.08,0.65,-13.00
15,18,2.00,0.10,0.90,0.30,4.90,41.96,0.83,2.70,1.20,2.05,0.10,0.64,-12.04
16,18,2.00,0.10,0.90,0.30,5.49,40.19,0.88,2.70,1.12,2.06,0.12,0.63,-11.10
17,18,2.00,0.10,0.90,0.30,6.07,38.43,0.94,2.70,1.05,2.07,0.13,0.62,-10.19
18,18,2.00,0.10,0.90,0.30,6.66,36.66,1.00,2.70,1.00,2.08,0.15,0.61,-9.30
19,18,2.00,0.10,0.90,0.30,7.25,34.90,1.05,2.70,0.94,2.08,0.17,0.61,-8.57
20,18,2.00,0.10,0.90,0.30,7.84,33.13,1.11,2.70,0.90,2.09,0.19,0.60,-7.71
11,19,2.00,0.10,0.90,0.30,2.35,52.94,0.57,2.71,1.72,2.00,0.04,0.71,-17.95
12,19,2.00,0.10,0.90,0.30,2.94,51.17,0.63,2.71,1.58,2.01,0.05,0.69,-16.88
13,19,2.00,0.10,0.90,0.30,3.52,49.41,0.68,2.71,1.46,2.03,0.06,0.68,-15.60
14,19,2.00,0.10,0.90,0.30,4.11,47.64,0.73,2.71,1.35,2.04,0.07,0.67,-14.58
15,19,2.00,0.10,0.90,0.30,4.70,45.88,0.78,2.71,1.26,2.05,0.09,0.65,-13.58
16,19,2.00,0.10,0.90,0.30,5.29,44.11,0.84,2.71,1.18,2.06,0.10,0.64,-12.61
17,19,2.00,0.10,0.90,0.30,5.88,42.35,0.89,2.71,1.11,2.07,0.12,0.64,-11.67
18,19,2.00,0.10,0.90,0.30,6.47,40.58,0.94,2.71,1.05,2.08,0.13,0.63,-10.74
19,19,2.00,0.10,0.90,0.30,7.05,38.82,1.00,2.71,1.00,2.08,0.15,0.62,-10.00
20,19,2.00,0.10,0.90,0.30,7.64,37.05,1.05,2.71,0.95,2.09,0.17,0.62,-9.11
11,20,2.00,0.10,0.90,0.30,2.15,56.86,0.55,2.72,1.81,2.00,0.03,0.72,-19.69
12,20,2.00,0.10,0.90,0.30,2.74,55.09,0.60,2.72,1.66,2.01,0.04,0.71,-18.58
13,20,2.00,0.10,0.90,0.30,3.33,53.33,0.65,2.72,1.53,2.03,0.05,0.69,-17.25
14,20,2.00,0.10,0.90,0.30,3.92,51.56,0.70,2.72,1.42,2.04,0.07,0.68,-16.19
15,20,2.00,0.10,0.90,0.30,4.50,49.80,0.75,2.72,1.33,2.05,0.08,0.67,-15.17
16,20,2.00,0.10,0.90,0.30,5.09,48.03,0.80,2.72,1.25,2.06,0.09,0.66,-14.17
17,20,2.00,0.10,0.90,0.30,5.68,46.27,0.85,2.72,1.17,2.07,0.10,0.65,-13.19
18,20,2.00,0.10,0.90,0.30,6.27,44.50,0.90,2.72,1.11,2.08,0.12,0.64,-12.23
19,20,2.00,0.10,0.90,0.30,6.86,42.74,0.95,2.72,1.05,2.08,0.13,0.63,-11.48
20,20,2.00,0.10,0.90,0.30,7.45,40.98,1.00,2.72,1.00,2.09,0.15,0.63,-10.56
11,11,2.50,0.10,0.90,0.30,3.03,24.24,1.00,2.53,1.00,2.39,0.11,0.14,-1.48
12,11,2.50,0.10,0.90,0.30,3.48,22.87,1.09,2.53,0.91,2.41,0.13,0.11,-1.16
13,11,2.50,0.10,0.90,0.30,3.93,21.51,1.18,2.53,0.84,2.44,0.15,0.09,-0.79
14,11,2.50,0.10,0.90,0.30,4.39,20.15,1.27,2.53,0.78,2.46,0.17,0.07,-0.55
15,11,2.50,0.10,0.90,0.30,4.84,18.78,1.36,2.53,0.73,2.48,0.20,0.05,-0.34
16,11,2.50,0.10,0.90,0.30,5.30,17.42,1.45,2.53,0.68,2.50,0.23,0.03,-0.18
17,11,2.50,0.10,0.90,0.30,5.75,16.06,1.54,2.53,0.64,2.51,0.26,0.02,-0.10
18,11,2.50,0.10,0.90,0.30,6.21,14.69,1.63,2.53,0.61,2.52,0.29,0.01,-0.04
19,11,2.50,0.10,0.90,0.30,6.66,13.33,1.72,2.53,0.57,2.54,0.33,-1.64541341011937e-03,0.03
11,12,2.50,0.10,0.90,0.30,2.87,28.03,0.91,2.57,1.09,2.39,0.09,0.18,-2.26
12,12,2.50,0.10,0.90,0.30,3.33,26.66,1.00,2.57,1.00,2.41,0.11,0.15,-1.86
13,12,2.50,0.10,0.90,0.30,3.78,25.30,1.08,2.57,0.92,2.44,0.12,0.12,-1.39
14,12,2.50,0.10,0.90,0.30,4.24,23.93,1.16,2.57,0.85,2.46,0.15,0.10,-1.08
15,12,2.50,0.10,0.90,0.30,4.69,22.57,1.25,2.57,0.80,2.48,0.17,0.08,-0.80
16,12,2.50,0.10,0.90,0.30,5.15,21.21,1.33,2.57,0.75,2.50,0.19,0.07,-0.56
17,12,2.50,0.10,0.90,0.30,5.60,19.84,1.41,2.57,0.70,2.51,0.22,0.05,-0.42
18,12,2.50,0.10,0.90,0.30,6.06,18.48,1.50,2.57,0.66,2.52,0.24,0.04,-0.31
19,12,2.50,0.10,0.90,0.30,6.51,17.12,1.58,2.57,0.63,2.54,0.27,0.03,-0.15
20,12,2.50,0.10,0.90,0.30,6.96,15.75,1.66,2.57,0.60,2.55,0.30,0.02,-0.08
11,13,2.50,0.10,0.90,0.30,2.72,31.81,0.84,2.60,1.18,2.39,0.07,0.20,-3.05
12,13,2.50,0.10,0.90,0.30,3.18,30.45,0.92,2.60,1.08,2.41,0.09,0.18,-2.59
13,13,2.50,0.10,0.90,0.30,3.63,29.09,1.00,2.60,1.00,2.44,0.11,0.15,-2.03
14,13,2.50,0.10,0.90,0.30,4.09,27.72,1.07,2.60,0.92,2.46,0.12,0.13,-1.65
15,13,2.50,0.10,0.90,0.30,4.54,26.36,1.15,2.60,0.86,2.48,0.14,0.11,-1.30
16,13,2.50,0.10,0.90,0.30,5.00,25.00,1.23,2.60,0.81,2.50,0.16,0.10,-1.00
17,13,2.50,0.10,0.90,0.30,5.45,23.63,1.30,2.60,0.76,2.51,0.18,0.08,-0.81
18,13,2.50,0.10,0.90,0.30,5.90,22.27,1.38,2.60,0.72,2.52,0.20,0.07,-0.65
19,13,2.50,0.10,0.90,0.30,6.36,20.90,1.46,2.60,0.68,2.54,0.23,0.05,-0.43
20,13,2.50,0.10,0.90,0.30,6.81,19.54,1.53,2.60,0.65,2.55,0.25,0.04,-0.31
11,14,2.50,0.10,0.90,0.30,2.57,35.60,0.78,2.62,1.27,2.39,0.06,0.23,-3.79
12,14,2.50,0.10,0.90,0.30,3.03,34.24,0.85,2.62,1.16,2.41,0.08,0.20,-3.27
13,14,2.50,0.10,0.90,0.30,3.48,32.87,0.92,2.62,1.07,2.44,0.09,0.18,-2.64
14,14,2.50,0.10,0.90,0.30,3.93,31.51,1.00,2.62,1.00,2.46,0.11,0.16,-2.20
15,14,2.50,0.10,0.90,0.30,4.39,30.15,1.07,2.62,0.93,2.48,0.12,0.14,-1.80
16,14,2.50,0.10,0.90,0.30,4.84,28.78,1.14,2.62,0.87,2.50,0.14,0.12,-1.43
17,14,2.50,0.10,0.90,0.30,5.30,27.42,1.21,2.62,0.82,2.51,0.16,0.11,-1.21
18,14,2.50,0.10,0.90,0.30,5.75,26.06,1.28,2.62,0.77,2.52,0.18,0.09,-1.01
19,14,2.50,0.10,0.90,0.30,6.21,24.69,1.35,2.62,0.73,2.54,0.20,0.08,-0.73
20,14,2.50,0.10,0.90,0.30,6.66,23.33,1.42,2.62,0.70,2.55,0.22,0.07,-0.58
11,15,2.50,0.10,0.90,0.30,2.42,39.39,0.73,2.64,1.36,2.39,0.05,0.25,-4.62
12,15,2.50,0.10,0.90,0.30,2.87,38.03,0.80,2.64,1.25,2.41,0.07,0.22,-4.04
13,15,2.50,0.10,0.90,0.30,3.33,36.66,0.86,2.64,1.15,2.44,0.08,0.20,-3.33
14,15,2.50,0.10,0.90,0.30,3.78,35.30,0.93,2.64,1.07,2.46,0.09,0.18,-2.83
15,15,2.50,0.10,0.90,0.30,4.24,33.93,1.00,2.64,1.00,2.48,0.11,0.16,-2.37
16,15,2.50,0.10,0.90,0.30,4.69,32.57,1.06,2.64,0.93,2.50,0.12,0.14,-1.95
17,15,2.50,0.10,0.90,0.30,5.15,31.21,1.13,2.64,0.88,2.51,0.14,0.13,-1.69
18,15,2.50,0.10,0.90,0.30,5.60,29.84,1.20,2.64,0.83,2.52,0.15,0.11,-1.45
19,15,2.50,0.10,0.90,0.30,6.06,28.48,1.26,2.64,0.78,2.54,0.17,0.10,-1.12
20,15,2.50,0.10,0.90,0.30,6.51,27.12,1.33,2.64,0.75,2.55,0.19,0.09,-0.92
11,16,2.50,0.10,0.90,0.30,2.27,43.18,0.68,2.66,1.45,2.39,0.04,0.27,-5.52
12,16,2.50,0.10,0.90,0.30,2.72,41.81,0.75,2.66,1.33,2.41,0.06,0.24,-4.88
13,16,2.50,0.10,0.90,0.30,3.18,40.45,0.81,2.66,1.23,2.44,0.07,0.22,-4.09
14,16,2.50,0.10,0.90,0.30,3.63,39.09,0.87,2.66,1.14,2.46,0.08,0.20,-3.54
15,16,2.50,0.10,0.90,0.30,4.09,37.72,0.93,2.66,1.06,2.48,0.09,0.18,-3.02
16,16,2.50,0.10,0.90,0.30,4.54,36.36,1.00,2.66,1.00,2.50,0.11,0.16,-2.54
17,16,2.50,0.10,0.90,0.30,5.00,35.00,1.06,2.66,0.94,2.51,0.12,0.15,-2.25
18,16,2.50,0.10,0.90,0.30,5.45,33.63,1.12,2.66,0.88,2.52,0.13,0.13,-1.97
19,16,2.50,0.10,0.90,0.30,5.90,32.27,1.18,2.66,0.84,2.54,0.15,0.12,-1.58
20,16,2.50,0.10,0.90,0.30,6.36,30.90,1.25,2.66,0.80,2.55,0.17,0.11,-1.34
11,17,2.50,0.10,0.90,0.30,2.12,46.96,0.64,2.68,1.54,2.39,0.04,0.29,-6.50
12,17,2.50,0.10,0.90,0.30,2.57,45.60,0.70,2.68,1.41,2.41,0.05,0.26,-5.80
13,17,2.50,0.10,0.90,0.30,3.03,44.24,0.76,2.68,1.30,2.44,0.06,0.24,-4.94
14,17,2.50,0.10,0.90,0.30,3.48,42.87,0.82,2.68,1.21,2.46,0.07,0.21,-4.33
15,17,2.50,0.10,0.90,0.30,3.93,41.51,0.88,2.68,1.13,2.48,0.08,0.20,-3.75
16,17,2.50,0.10,0.90,0.30,4.39,40.15,0.94,2.68,1.06,2.50,0.09,0.18,-3.21
17,17,2.50,0.10,0.90,0.30,4.84,38.78,1.00,2.68,1.00,2.51,0.11,0.16,-2.88
18,17,2.50,0.10,0.90,0.30,5.30,37.42,1.05,2.68,0.94,2.52,0.12,0.15,-2.56
19,17,2.50,0.10,0.90,0.30,5.75,36.06,1.11,2.68,0.89,2.54,0.13,0.14,-2.12
20,17,2.50,0.10,0.90,0.30,6.21,34.69,1.17,2.68,0.85,2.55,0.15,0.13,-1.85
11,18,2.50,0.10,0.90,0.30,1.96,50.75,0.61,2.70,1.63,2.39,0.03,0.30,-7.56
12,18,2.50,0.10,0.90,0.30,2.42,49.39,0.66,2.70,1.50,2.41,0.04,0.28,-6.81
13,18,2.50,0.10,0.90,0.30,2.87,48.03,0.72,2.70,1.38,2.44,0.05,0.25,-5.87
14,18,2.50,0.10,0.90,0.30,3.33,46.66,0.77,2.70,1.28,2.46,0.06,0.23,-5.19
15,18,2.50,0.10,0.90,0.30,3.78,45.30,0.83,2.70,1.20,2.48,0.07,0.21,-4.56
16,18,2.50,0.10,0.90,0.30,4.24,43.93,0.88,2.70,1.12,2.50,0.08,0.20,-3.96
17,18,2.50,0.10,0.90,0.30,4.69,42.57,0.94,2.70,1.05,2.51,0.09,0.18,-3.59
18,18,2.50,0.10,0.90,0.30,5.15,41.21,1.00,2.70,1.00,2.52,0.11,0.17,-3.24
